x,y,z
0.040947,0.196616,-0.021524
0.055031,0.257402,-0.033454
0.058499,0.260053,-0.073695
0.015956,0.317761,-0.103837
0.006003,0.318765,-0.104173
0.041992,0.30189,-0.094541
0.04178,0.294816,-0.11276
0.047149,0.287553,-0.105645
0.036966,0.26316,-0.162443
0.009904,0.184992,-0.027399
0.010568,0.183523,-0.045596
0,0.326687,-0.086117
0,0.331857,-0.059482
0,0.318765,-0.104173
0,0.309078,-0.122925
-0.000106,0.222582,-0.168191
-0.000155,0.234341,-0.172523
-0.002243,0.242636,-0.175262
-0.002415,0.234357,-0.172526
-0.002668,0.222293,-0.168115
-0.006244,0.29022,-0.163882
-0.006307,0.293554,-0.155175
-0.006692,0.299508,-0.142122
-0.006315,0.309078,-0.122925
-0.006003,0.318765,-0.104173
-0.005716,0.326687,-0.086117
-0.005228,0.331857,-0.059482
-0.005722,0.210017,-0.164004
-0.022792,0.273201,-0.173507
-0.028011,0.273667,-0.166853
-0.023949,0.281354,-0.16498
-0.019841,0.280213,-0.170988
-0.008428,0.251377,-0.178495
-0.009071,0.244431,-0.176852
-0.017841,0.247646,-0.177493
-0.015717,0.256604,-0.177842
-0.020753,0.261532,-0.176322
-0.029241,0.262071,-0.169279
-0.02357,0.250242,-0.17576
-0.015523,0.285067,-0.167436
-0.016329,0.287045,-0.162529
-0.010304,0.185012,-0.027448
-0.010898,0.183545,-0.045652
-0.005181,0.183399,-0.046661
-0.005005,0.185224,-0.028536
-0.002665,0.19492,-0.131854
-0.00285,0.20368,-0.151787
-0.002829,0.184852,-0.10072
-0.002659,0.189324,-0.114877
-0.011941,0.181163,-0.073075
-0.011649,0.181538,-0.061105
-0.024514,0.181526,-0.057508
-0.026412,0.179521,-0.065543
-0.017286,0.186418,-0.026487
-0.020197,0.184211,-0.043668
-0.027027,0.18883,-0.025734
-0.02992,0.186667,-0.040606
-0.004304,0.181999,-0.089322
-0.005115,0.180362,-0.074341
-0.005407,0.180675,-0.063029
-0.000163,0.183048,-0.046617
-0.000198,0.184877,-0.02849
-0.000128,0.180669,-0.063014
-0.03239,0.184097,-0.051784
0.004855,0.183389,-0.046635
0.004611,0.185214,-0.028512
-0.035545,0.182506,-0.054343
-0.014047,0.215506,-0.170928
-0.023697,0.21997,-0.173643
-0.020862,0.230994,-0.175997
-0.010883,0.226775,-0.173635
-0.062713,0.243925,-0.12524
-0.060355,0.253791,-0.126486
-0.057789,0.252252,-0.140984
-0.060116,0.241486,-0.140442
-0.033932,0.222251,-0.172599
-0.042299,0.228531,-0.167396
-0.03802,0.239583,-0.169379
-0.02738,0.23391,-0.174779
-0.064079,0.246104,-0.075231
-0.061542,0.253809,-0.078842
-0.061206,0.256135,-0.097864
-0.063724,0.245051,-0.094765
-0.059045,0.237636,-0.038787
-0.057585,0.244796,-0.042145
-0.05993,0.249469,-0.050185
-0.061623,0.242073,-0.046253
-0.051496,0.194247,-0.03452
-0.048292,0.190565,-0.037837
-0.04632,0.190059,-0.037389
-0.049313,0.192867,-0.035159
-0.044115,0.188062,-0.042509
-0.042133,0.1878,-0.041568
-0.054019,0.199233,-0.032618
-0.051255,0.196477,-0.033707
-0.052749,0.202333,-0.032493
-0.056046,0.20562,-0.0315
-0.037769,0.18631,-0.046455
-0.040191,0.185519,-0.047593
-0.058015,0.222213,-0.032901
-0.057598,0.213311,-0.031456
-0.053795,0.210173,-0.032063
-0.054647,0.219881,-0.032768
-0.063752,0.246111,-0.059416
-0.060928,0.254326,-0.062928
-0.056247,0.238318,-0.151706
-0.052234,0.250368,-0.152939
-0.044701,0.246878,-0.162613
-0.049163,0.234491,-0.161125
-0.063598,0.245763,-0.112096
-0.061317,0.254935,-0.113952
-0.055183,0.230926,-0.03518
-0.057281,0.233252,-0.036257
-0.037449,0.194051,-0.022979
-0.040152,0.190924,-0.034486
-0.035544,0.189207,-0.037659
-0.032871,0.191713,-0.024525
-0.047789,0.216084,-0.02334
-0.049039,0.22342,-0.025347
-0.051642,0.226502,-0.033458
-0.051056,0.215485,-0.03233
-0.043602,0.310282,-0.053785
-0.045543,0.301421,-0.073315
-0.049366,0.291556,-0.068218
-0.049501,0.298004,-0.047001
-0.015095,0.325698,-0.086472
-0.013632,0.330898,-0.060168
-0.053487,0.2853,-0.042553
-0.052788,0.281198,-0.063802
-0.055101,0.27293,-0.059966
-0.055486,0.273657,-0.038452
-0.046866,0.209564,-0.021877
-0.050356,0.208067,-0.030532
-0.049715,0.202362,-0.029579
-0.04613,0.204177,-0.021139
-0.045405,0.200713,-0.021293
-0.048579,0.198331,-0.02926
-0.046975,0.195969,-0.029597
-0.044128,0.198883,-0.021479
-0.041612,0.196736,-0.021658
-0.044294,0.193279,-0.031323
-0.055023,0.257445,-0.033457
-0.055447,0.264697,-0.052771
-0.054204,0.252309,-0.042494
-0.052862,0.241507,-0.029494
-0.050674,0.231581,-0.027447
-0.052761,0.238764,-0.036336
-0.025124,0.322472,-0.085259
-0.024187,0.326716,-0.058792
-0.035384,0.319167,-0.0551
-0.034683,0.316086,-0.081108
-0.041909,0.308406,-0.07717
-0.019189,0.239656,-0.176967
-0.009754,0.236882,-0.175538
-0.025291,0.242458,-0.175553
-0.033418,0.248797,-0.169958
-0.031219,0.254405,-0.170015
-0.04038,0.255226,-0.16309
-0.034181,0.272339,-0.159911
-0.032805,0.277935,-0.157463
-0.017756,0.290683,-0.154738
-0.053905,0.263169,-0.139115
-0.055636,0.265516,-0.12277
-0.051297,0.270119,-0.133413
-0.05537,0.258285,-0.14069
-0.058321,0.258862,-0.126123
-0.052147,0.274755,-0.113547
-0.048914,0.279398,-0.121338
-0.044029,0.270868,-0.147939
-0.04661,0.26315,-0.151937
-0.058469,0.26141,-0.112499
-0.048904,0.25753,-0.153147
-0.057934,0.252564,-0.051463
-0.058411,0.257458,-0.063249
-0.055729,0.243126,-0.040325
-0.056391,0.254013,-0.049256
-0.058323,0.26222,-0.093003
-0.054892,0.270062,-0.105769
-0.055795,0.269053,-0.085636
-0.051367,0.280031,-0.097163
-0.027248,0.295518,-0.140138
-0.027924,0.287528,-0.152956
-0.033313,0.283755,-0.149854
-0.033683,0.292047,-0.137658
-0.018023,0.297748,-0.141603
-0.042622,0.278334,-0.14102
-0.042096,0.285522,-0.130778
-0.034041,0.301245,-0.118236
-0.026362,0.305284,-0.120767
-0.025663,0.314841,-0.102292
-0.034439,0.309994,-0.099545
-0.016892,0.307971,-0.122336
-0.05673,0.260528,-0.061238
-0.050191,0.285603,-0.083212
-0.053566,0.274968,-0.075464
-0.05595,0.266018,-0.069424
-0.046229,0.294061,-0.089288
-0.058413,0.260228,-0.07374
-0.015956,0.317761,-0.103837
-0.041992,0.30189,-0.094541
-0.04178,0.294816,-0.11276
-0.047149,0.287553,-0.105645
-0.036956,0.26321,-0.162446
0.030922,0.19254,-0.012701
0.035589,0.195441,-0.012263
0.024856,0.189637,-0.012941
0.039147,0.19801,-0.012337
0.037358,0.197327,0.006072
0.032546,0.192721,0.00607
0.047308,0.221197,-0.012749
0.045679,0.215175,-0.013101
0.049371,0.228396,-0.013084
0.045391,0.217439,0.00561
0.044239,0.209544,-0.013029
0.051962,0.29923,-0.022035
0.045538,0.311225,-0.024598
0.056049,0.285571,-0.019678
0.036803,0.31979,-0.026595
0.047541,0.311207,0.008701
0.054559,0.298239,0.007766
0.02449,0.327617,-0.030168
0.005164,0.332553,-0.029017
0.013439,0.331876,-0.030715
0,0.332553,-0.029017
0.005447,0.334576,0.014032
0.014289,0.333786,0.012427
0.057435,0.272217,-0.01761
0.058753,0.28267,0.007564
0.059424,0.267999,0.008253
0.05567,0.255226,-0.015329
0.04291,0.204028,-0.013144
0.041886,0.200609,-0.012901
0.043518,0.212632,0.006876
0.04158,0.204602,0.0061
0.01739,0.186721,-0.013015
0.010243,0.185223,-0.013268
0.026141,0.188697,0.006244
0.018142,0.185267,0.006571
0.039975,0.199673,0.006006
0.033444,0.189847,0.02515
0.02694,0.185416,0.025155
0.018508,0.18164,0.025341
0.03802,0.194936,0.025331
0.060415,0.276605,0.035371
0.060907,0.261738,0.03416
0.055999,0.293932,0.037398
0.04783,0.309365,0.039517
0.04793,0.224278,0.007966
0.049126,0.221962,0.028774
0.045501,0.213252,0.025778
0.057451,0.244146,0.0316
0.052783,0.230574,0.030027
0.051716,0.233985,0.008632
0.056472,0.25056,0.008714
0.042042,0.202666,0.026053
0.052215,0.238439,-0.013586
0.014404,0.33271,0.044796
0.025851,0.327855,0.042607
0.025632,0.328997,0.011119
0.038486,0.319042,0.041054
0.03818,0.320428,0.009389
0.005409,0.333514,0.047201
0.010719,0.179571,0.025297
0.010607,0.183379,0.006574
0,0.334576,0.014032
0,0.333514,0.047201
-0.005164,0.332553,-0.029017
-0.005447,0.334576,0.014032
-0.005409,0.333514,0.047201
-0.033444,0.189847,0.02515
-0.032546,0.192721,0.00607
-0.026141,0.188697,0.006244
-0.02694,0.185416,0.025155
-0.018508,0.18164,0.025341
-0.018142,0.185267,0.006571
-0.010607,0.183379,0.006574
-0.010719,0.179571,0.025297
-0.060415,0.276605,0.035371
-0.058753,0.28267,0.007564
-0.059424,0.267999,0.008253
-0.060907,0.261738,0.03416
-0.049126,0.221962,0.028774
-0.04793,0.224278,0.007966
-0.045391,0.217439,0.00561
-0.045501,0.213252,0.025778
-0.057451,0.244146,0.0316
-0.056472,0.25056,0.008714
-0.051716,0.233985,0.008632
-0.052783,0.230574,0.030027
-0.03802,0.194936,0.025331
-0.042042,0.202666,0.026053
-0.04158,0.204602,0.0061
-0.039975,0.199673,0.006006
-0.014404,0.33271,0.044796
-0.014289,0.333786,0.012427
-0.025632,0.328997,0.011119
-0.025851,0.327855,0.042607
-0.038486,0.319042,0.041054
-0.03818,0.320428,0.009389
-0.047541,0.311207,0.008701
-0.04783,0.309365,0.039517
-0.004976,0.183044,0.00623
-0.005013,0.179212,0.025002
-0.043518,0.212632,0.006876
-0.054559,0.298239,0.007766
-0.055999,0.293932,0.037398
-0.037358,0.197327,0.006072
0,0.182698,0.006218
0,0.178867,0.024976
0.005013,0.179212,0.025002
0.004976,0.183044,0.00623
-0.010243,0.185223,-0.013268
-0.004855,0.185137,-0.013726
-0.01739,0.186721,-0.013015
0,0.184796,-0.013704
-0.024856,0.189637,-0.012941
0.004855,0.185137,-0.013726
-0.035589,0.195441,-0.012263
-0.030922,0.19254,-0.012701
-0.039147,0.19801,-0.012337
-0.045679,0.215175,-0.013101
-0.047308,0.221197,-0.012749
-0.044239,0.209544,-0.013029
-0.049371,0.228396,-0.013084
-0.045538,0.311225,-0.024598
-0.051962,0.29923,-0.022035
-0.036803,0.31979,-0.026595
-0.056049,0.285571,-0.019678
-0.013439,0.331876,-0.030715
-0.02449,0.327617,-0.030168
-0.057435,0.272217,-0.01761
-0.05567,0.255226,-0.015329
-0.04291,0.204028,-0.013144
-0.041886,0.200609,-0.012901
-0.052215,0.238439,-0.013586
0.05042,0.283908,0.101206
0.054122,0.268822,0.101682
0.056664,0.275727,0.085227
0.051765,0.289253,0.087456
0.028706,0.314674,0.105793
0.03703,0.306648,0.10332
0.037059,0.309713,0.092149
0.026472,0.318483,0.094566
0.011353,0.322075,0.112489
0.011103,0.324505,0.098467
0.00425,0.324949,0.100485
0.004368,0.322337,0.115136
0.056103,0.230984,0.097248
0.058991,0.233924,0.07816
0.060537,0.248885,0.080224
0.056841,0.245123,0.098478
0.054147,0.21961,0.096693
0.051271,0.210642,0.097
0.052494,0.213068,0.076575
0.055872,0.221958,0.077185
0.032602,0.175382,0.100637
0.038204,0.181389,0.08736
0.038042,0.179733,0.100474
0.047863,0.200765,0.097226
0.043876,0.189524,0.099032
0.043292,0.191358,0.074694
0.048261,0.2032,0.075717
0.025955,0.171179,0.100504
0.018103,0.167122,0.100061
0.018258,0.170668,0.071221
0.026493,0.174597,0.071483
0.046746,0.292972,0.101218
0.04738,0.297564,0.089066
0.043797,0.302747,0.090198
0.043024,0.299396,0.102024
0.046202,0.305838,0.06868
0.03779,0.31446,0.070296
0.051376,0.297728,0.067007
0.025874,0.323184,0.072909
0.016687,0.3237,0.097001
0.01438,0.327956,0.076477
0.004621,0.328948,0.078173
0.019501,0.320391,0.109238
0.06144,0.254566,0.058472
0.060276,0.268456,0.061016
0.059091,0.261582,0.082508
0.05556,0.256666,0.100002
0.059034,0.238129,0.055945
0.057115,0.284453,0.064293
0.033128,0.178787,0.072185
0.026996,0.179953,0.047009
0.033543,0.184264,0.0473
0.03815,0.183219,0.073364
0.018497,0.17605,0.047063
0.03814,0.18899,0.047908
0.047555,0.208205,0.050658
0.051529,0.217385,0.052469
0.041521,0.182971,0.101441
0.042907,0.197066,0.048916
0.05483,0.224977,0.053718
0.010612,0.16482,0.099895
0.010594,0.168453,0.071276
0.010681,0.173897,0.04711
0.000069,0.324953,0.100489
0.000095,0.322341,0.11514
0.000037,0.328954,0.078186
-0.004547,0.328956,0.078187
-0.004112,0.324956,0.100493
-0.004178,0.322345,0.115145
-0.036922,0.306712,0.103386
-0.036963,0.309776,0.092192
-0.043715,0.302823,0.090248
-0.042931,0.299471,0.102092
-0.028574,0.314725,0.105854
-0.026358,0.318528,0.094601
-0.037718,0.314513,0.070321
-0.046148,0.305885,0.068684
-0.047308,0.297647,0.089118
-0.046668,0.293052,0.101284
-0.051714,0.289336,0.087516
-0.050356,0.283994,0.101278
-0.051331,0.29778,0.067011
-0.056646,0.275786,0.085271
-0.054084,0.268917,0.101758
-0.025782,0.323219,0.072913
-0.010969,0.324524,0.098502
-0.014306,0.32797,0.076479
-0.016559,0.323729,0.097029
-0.019327,0.320432,0.109281
-0.011169,0.322099,0.112514
-0.060261,0.268518,0.061021
-0.06144,0.254628,0.058477
-0.060548,0.248948,0.080259
-0.059091,0.261644,0.082553
-0.05905,0.238189,0.05595
-0.059017,0.233985,0.078185
-0.056847,0.24522,0.098578
-0.055544,0.256768,0.100082
-0.057083,0.284511,0.064298
-0.056136,0.231079,0.097329
-0.032748,0.175448,0.100683
-0.033208,0.178815,0.07221
-0.026577,0.174622,0.071493
-0.026111,0.171231,0.10054
-0.038181,0.17981,0.100521
-0.033571,0.184267,0.047315
-0.027026,0.179954,0.047025
-0.018346,0.170685,0.071228
-0.018267,0.167159,0.100086
-0.010684,0.168464,0.07128
-0.01078,0.164841,0.099906
-0.018529,0.176056,0.047065
-0.010715,0.173901,0.047112
-0.005032,0.167958,0.071646
-0.005089,0.164281,0.100025
-0.038248,0.183266,0.073391
-0.038166,0.188995,0.047922
-0.005023,0.17348,0.047162
-0.051353,0.210747,0.097078
-0.052558,0.213132,0.076622
-0.048335,0.203261,0.075751
-0.047963,0.200862,0.097282
-0.0542,0.219702,0.096767
-0.055922,0.222024,0.077232
-0.051553,0.21742,0.052471
-0.047555,0.208205,0.050658
-0.04338,0.191415,0.074712
-0.043997,0.189612,0.099089
-0.041651,0.183054,0.101495
-0.038304,0.18144,0.087394
-0.054855,0.225016,0.053725
-0.042929,0.197064,0.048937
-0.000046,0.167608,0.07162
-0.00007,0.16393,0.09996
-0.000017,0.173137,0.04714
0.004989,0.173479,0.047162
0.004941,0.167954,0.071644
0.004921,0.164271,0.100022
0.060448,0.221477,0.124541
0.06024,0.232509,0.124178
0.062446,0.240189,0.130948
0.063028,0.226039,0.130954
0.047643,0.24313,0.206069
0.047953,0.257672,0.20699
0.045483,0.259096,0.210341
0.043751,0.242818,0.209522
0.040951,0.244526,0.213094
0.036293,0.226513,0.20988
0.040813,0.223405,0.206378
0.040472,0.207806,0.20429
0.035875,0.206182,0.204472
0.038509,0.19379,0.201829
0.042563,0.194575,0.201092
0.068807,0.2365,0.162985
0.066758,0.250463,0.160117
0.063676,0.254104,0.173343
0.065354,0.239539,0.175271
0.030286,0.17073,0.131488
0.03106,0.172619,0.11891
0.037275,0.175701,0.117588
0.035665,0.173148,0.129551
0.017495,0.177546,0.187901
0.011243,0.17888,0.188188
0.010332,0.172537,0.180103
0.016054,0.171372,0.179802
0.018904,0.183575,0.192978
0.02045,0.190975,0.197785
0.01274,0.192018,0.197809
0.012026,0.184802,0.193137
0.027468,0.189095,0.198525
0.02938,0.19809,0.202326
0.021501,0.199382,0.20245
0.016862,0.16632,0.162955
0.010714,0.166018,0.161804
0.011127,0.163853,0.148464
0.017868,0.164719,0.15006
0.018366,0.16423,0.138625
0.011297,0.163093,0.136659
0.011205,0.163683,0.126798
0.018353,0.164843,0.129018
0.024942,0.167916,0.131283
0.018414,0.166663,0.115793
0.025265,0.16955,0.118327
0.034389,0.195299,0.202105
0.031052,0.184198,0.197614
0.057401,0.20847,0.120137
0.056146,0.199088,0.120732
0.05357,0.197783,0.118652
0.05521,0.207003,0.117642
0.010404,0.168383,0.171342
0.016186,0.168064,0.171814
0.042164,0.180168,0.116658
0.043682,0.179686,0.120854
0.041471,0.174551,0.124461
0.047174,0.188198,0.117336
0.04893,0.187789,0.118726
0.046077,0.179152,0.121557
0.046696,0.17409,0.124534
0.044429,0.17406,0.124356
0.049069,0.179534,0.122297
0.039323,0.173677,0.12785
0.051356,0.188487,0.120065
0.054459,0.190013,0.121652
0.058037,0.25756,0.187711
0.059907,0.242131,0.188907
0.053759,0.243328,0.198928
0.052292,0.259346,0.199174
0.06921,0.232992,0.15232
0.067316,0.246865,0.150804
0.066482,0.22942,0.139938
0.065059,0.242747,0.139909
0.056281,0.216146,0.117047
0.058197,0.218174,0.119906
0.058663,0.229187,0.120499
0.030826,0.218174,0.209836
0.028459,0.224913,0.214188
0.022644,0.216615,0.211642
0.03365,0.233495,0.214715
0.025235,0.229865,0.218182
0.019097,0.222091,0.216324
0.021957,0.208785,0.207393
0.030494,0.208434,0.205611
0.021342,0.236715,0.225461
0.016197,0.228802,0.221523
0.009746,0.224633,0.220671
0.012008,0.217755,0.215934
0.031252,0.239627,0.219429
0.028057,0.244394,0.227091
0.01319,0.232724,0.225819
0.0048,0.223205,0.221148
0.005545,0.216919,0.216925
0.0082,0.230155,0.225646
0.004293,0.228462,0.226119
0.000102,0.223211,0.221163
0.000079,0.216925,0.216956
0.005908,0.209398,0.211373
0.013151,0.209394,0.209593
0.049729,0.282347,0.10876
0.053227,0.26722,0.10981
0.046553,0.291007,0.108066
0.050539,0.280994,0.11547
0.053392,0.267287,0.116616
0.05441,0.254736,0.109158
0.030092,0.312642,0.111618
0.037547,0.30506,0.10901
0.020978,0.318652,0.115711
0.031568,0.311236,0.118061
0.038523,0.304311,0.115345
0.043032,0.297848,0.107826
0.033169,0.310455,0.125073
0.04002,0.304377,0.122256
0.045433,0.297551,0.121123
0.043821,0.297243,0.114207
0.022163,0.317136,0.122458
0.023117,0.315836,0.129444
0.034206,0.310581,0.133013
0.041126,0.305148,0.130257
0.049417,0.289981,0.121687
0.047451,0.290043,0.114671
0.046732,0.298639,0.129159
0.051025,0.291089,0.129706
0.052699,0.279872,0.122181
0.047722,0.300513,0.138297
0.052268,0.293227,0.138855
0.056335,0.284007,0.140803
0.054863,0.28214,0.132327
0.041848,0.30661,0.13936
0.047687,0.301989,0.148416
0.052413,0.294943,0.148915
0.034658,0.311622,0.141893
0.023587,0.315328,0.137032
0.023559,0.315603,0.145239
0.034313,0.312562,0.151531
0.041654,0.307861,0.149288
0.012402,0.318219,0.133654
0.01222,0.319604,0.126839
0.00485,0.319663,0.129538
0.004915,0.318309,0.136123
0.011726,0.320922,0.119831
0.004677,0.321008,0.122526
0.000137,0.31967,0.129544
0.000144,0.318315,0.13613
0.004895,0.317523,0.143138
0.012347,0.317412,0.140834
0.004812,0.317326,0.150543
0.012079,0.317167,0.148385
0.000141,0.317529,0.143144
0.000151,0.317332,0.150549
0.004549,0.317496,0.159311
0.011288,0.317346,0.157383
0.00013,0.321015,0.122531
0.057425,0.268643,0.131429
0.056472,0.267186,0.127191
0.054297,0.278999,0.127268
0.059763,0.257801,0.132261
0.058317,0.256579,0.127171
0.055071,0.266715,0.122286
0.058257,0.27173,0.136744
0.054655,0.241937,0.107751
0.054395,0.228499,0.106982
0.054353,0.240734,0.113497
0.054196,0.227378,0.11227
0.053091,0.215939,0.107426
0.051107,0.207052,0.10891
0.053345,0.215208,0.112489
0.051933,0.206376,0.113987
0.04855,0.197747,0.11042
0.06025,0.239795,0.1253
0.05858,0.239883,0.121933
0.057263,0.253875,0.123487
0.061972,0.259119,0.140301
0.059912,0.272814,0.144077
0.056553,0.285944,0.15041
0.060106,0.27499,0.1529
0.063896,0.260803,0.148927
0.044625,0.287942,0.20569
0.04232,0.295941,0.204377
0.041356,0.29726,0.210669
0.043574,0.289128,0.211812
0.04779,0.285177,0.195707
0.044736,0.295781,0.192588
0.040839,0.300492,0.203644
0.039463,0.302625,0.20987
0.044442,0.276192,0.212533
0.0456,0.274952,0.209061
0.034698,0.310916,0.208537
0.03618,0.30896,0.202361
0.028683,0.316964,0.201279
0.026926,0.318275,0.207183
0.040655,0.304735,0.190824
0.035044,0.312526,0.189907
0.021323,0.320961,0.200171
0.019598,0.322684,0.206146
0.037494,0.251338,0.220122
0.03505,0.253279,0.227309
0.039196,0.248349,0.216083
0.005885,0.200956,0.205181
0.013124,0.199951,0.203077
0.005754,0.193089,0.199729
0.000061,0.209405,0.211411
0.000033,0.200962,0.205224
0.005518,0.185682,0.195051
0.000015,0.193096,0.199768
0.000002,0.185687,0.195091
0.005249,0.179567,0.189722
0.003974,0.319033,0.174372
0.009524,0.318707,0.172796
0.000151,0.3175,0.159317
0.000172,0.319024,0.17439
0.003644,0.32199,0.190618
0.008456,0.321792,0.18976
0.020755,0.317314,0.169771
0.022821,0.316091,0.154535
0.032482,0.313928,0.166627
0.039709,0.309571,0.1648
0.029194,0.316928,0.180784
0.036573,0.312148,0.177846
0.045683,0.303971,0.164229
0.050406,0.297123,0.164912
0.041917,0.306812,0.177689
0.046146,0.300156,0.179045
0.054362,0.288975,0.166251
0.057552,0.279527,0.168251
0.049629,0.292096,0.180961
0.052367,0.282632,0.183436
0.060668,0.267883,0.170618
0.063489,0.263158,0.156146
0.055174,0.271006,0.185762
0.013991,0.322472,0.199019
0.012713,0.32424,0.205402
